學號,10101性別,10102性別,10201性別,10202性別,10301性別,10302性別,10401性別,10402性別,10101身分甲,10102身分甲,10201身分甲,10202身分甲,10301身分甲,10302身分甲,10401身分甲,10402身分甲,10101身分乙,10102身分乙,10201身分乙,10202身分乙,10301身分乙,10302身分乙,10401身分乙,10402身分乙,10101身分丙,10102身分丙,10201身分丙,10202身分丙,10301身分丙,10302身分丙,10401身分丙,10402身分丙
410177006,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177007,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177008,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177009,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177010,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177011,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177012,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177013,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177014,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177015,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177016,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177017,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177018,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177019,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177020,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177021,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177022,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177023,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177024,女性,女性,女性,-,-,-,-,-,一般生,一般生,一般生,-,-,-,-,-,指考分發生,指考分發生,指考分發生,-,-,-,-,-,一般生,一般生,一般生,-,-,-,-,-
410177025,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177026,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177027,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177028,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177029,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177030,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177031,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177032,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177033,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177034,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177035,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177036,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177037,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177038,女性,女性,女性,女性,女性,女性,女性,女性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
410177039,男性,男性,男性,男性,男性,男性,男性,男性,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,指考分發生,一般生,一般生,一般生,一般生,一般生,一般生,一般生,一般生
